BPM,Energy,Danceability,Loudness,Liveness,Valence,Length,Acousticness,Speechiness,Popularity,is_recent,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6
184,9,39,-15,10,36,201,98,3,56,0,0,1,0,0,0,0,0
85,29,64,-10,18,41,258,67,4,76,1,0,0,0,0,0,1,0
140,81,61,-8,22,82,210,34,3,60,0,0,1,0,0,0,0,0
109,90,43,-5,12,77,190,41,7,68,0,0,1,0,0,0,0,0
109,68,38,-8,5,29,285,0,3,78,0,0,1,0,0,0,0,0
137,90,60,-7,7,62,219,4,5,65,0,0,1,0,0,0,0,0
160,71,50,-8,43,33,375,8,5,45,1,0,0,0,1,0,0,0
134,45,60,-13,10,78,174,1,3,53,0,0,0,0,0,1,0,0
106,68,66,-8,8,65,258,16,3,75,0,0,0,0,0,1,0,0
151,46,69,-8,11,72,242,60,5,82,1,0,0,0,0,0,1,0
123,73,49,-3,10,34,240,12,4,77,1,0,0,0,0,0,0,1
104,51,38,-15,54,40,355,1,5,55,0,0,1,0,0,0,0,0
98,61,60,-12,9,89,284,18,3,82,0,0,1,0,0,0,0,0
203,64,26,-10,9,38,281,20,6,74,0,1,0,0,0,0,0,0
144,48,34,-10,14,18,260,28,3,68,0,0,1,0,0,0,0,0
110,8,52,-20,10,10,408,75,3,41,0,0,0,0,0,0,1,0
81,71,45,-10,21,77,267,23,5,74,0,0,1,0,0,0,0,0
136,93,54,-6,36,45,246,1,5,63,1,0,1,0,0,0,0,0
130,46,43,-12,13,38,293,12,3,65,0,0,1,0,0,0,0,0
113,95,22,-4,16,17,176,0,18,62,1,1,0,0,0,0,0,0
123,52,72,-8,13,94,261,7,6,73,0,1,0,0,0,0,0,0
120,39,62,-12,12,44,249,23,3,51,1,1,0,0,0,0,0,0
72,26,35,-12,13,48,265,61,3,24,1,0,1,0,0,0,0,0
103,59,47,-10,14,22,202,20,14,41,0,0,1,0,0,0,0,0
112,8,53,-16,11,31,135,92,5,50,1,0,0,0,1,0,0,0
145,43,31,-11,10,31,312,29,6,69,0,0,1,0,0,0,0,0
134,51,41,-9,69,38,257,52,4,39,0,0,0,1,0,0,0,0
119,63,71,-10,10,63,222,3,3,63,0,0,1,0,0,0,0,0
120,80,71,-5,35,73,238,22,3,76,0,0,0,0,0,0,1,0
121,67,76,-13,7,91,215,21,4,69,0,0,0,1,0,0,0,0
91,70,54,-6,10,56,221,5,3,30,1,0,0,0,0,0,1,0
104,39,69,-16,25,72,239,8,4,77,0,0,1,0,0,0,0,0
123,72,82,-9,36,69,225,4,14,71,1,0,0,1,0,0,0,0
110,31,40,-10,37,28,260,34,3,52,0,0,1,0,0,0,0,0
93,49,44,-14,16,63,309,70,6,72,0,0,1,0,0,0,0,0
128,64,51,-12,9,83,208,17,4,55,0,0,1,0,0,0,0,0
115,61,86,-7,3,93,270,1,8,82,1,0,0,0,0,0,1,0
129,66,57,-5,12,44,242,63,5,77,1,0,0,1,0,0,0,0
138,55,33,-6,9,23,224,31,3,51,0,0,1,0,0,0,0,0
147,91,60,-7,8,72,290,31,6,64,0,0,0,0,0,1,0,0
77,52,44,-9,15,18,305,18,3,64,0,1,0,0,0,0,0,0
167,61,38,-12,26,70,226,11,3,38,0,0,0,0,1,0,0,0
127,46,34,-11,9,35,620,17,4,45,0,0,1,0,0,0,0,0
105,66,40,-7,23,39,217,3,3,27,1,0,0,0,0,0,1,0
109,41,81,-9,8,50,223,11,4,59,1,0,1,0,0,0,0,0
122,57,87,-11,13,56,215,37,4,49,0,0,0,0,0,0,1,0
170,46,18,-9,9,13,267,74,4,40,1,0,1,0,0,0,0,0
97,55,74,-9,6,35,328,51,3,72,1,0,1,0,0,0,0,0
138,62,49,-7,11,42,242,9,3,78,1,0,0,1,0,0,0,0
105,76,73,-5,6,54,228,13,3,61,1,0,0,0,0,0,0,1
133,72,68,-8,37,77,274,11,3,48,0,0,0,1,0,0,0,0
105,73,68,-8,14,94,281,11,2,59,1,0,1,0,0,0,0,0
94,32,48,-11,11,39,206,37,3,77,0,0,1,0,0,0,0,0
122,39,58,-8,9,16,249,76,3,20,1,0,0,0,1,0,0,0
139,53,59,-7,29,23,241,14,3,65,1,0,0,0,0,0,1,0
91,94,62,-3,17,88,269,2,5,80,1,1,0,0,0,0,0,0
120,60,52,-5,11,22,341,3,3,80,1,0,0,0,0,0,1,0
124,76,40,-8,37,49,261,10,5,37,1,1,0,0,0,0,0,0
94,13,60,-21,11,11,511,93,3,44,0,0,1,0,0,0,0,0
115,39,62,-12,91,44,196,68,4,57,0,1,0,0,0,0,0,0
145,46,31,-9,13,43,188,16,3,66,0,0,0,0,0,1,0,0
96,66,64,-6,30,33,264,1,3,60,0,1,0,0,0,0,0,0
95,45,60,-6,11,17,263,16,2,87,1,0,0,0,0,0,1,0
85,53,55,-8,22,41,272,19,3,82,1,0,1,0,0,0,0,0
91,37,75,-10,11,47,287,27,3,71,0,0,1,0,0,0,0,0
129,51,69,-10,46,89,125,63,3,71,1,0,0,0,0,1,0,0
111,40,63,-13,11,73,173,54,3,62,0,0,1,0,0,0,0,0
115,85,73,-7,44,74,261,13,4,65,0,0,0,1,0,0,0,0
136,93,66,-6,70,46,212,46,16,58,1,0,0,1,0,0,0,0
146,92,64,-4,9,85,258,3,8,83,1,0,0,0,0,0,1,0
85,35,56,-13,14,46,264,6,5,81,0,1,0,0,0,0,0,0
184,51,35,-8,71,22,291,40,3,51,1,0,0,0,0,0,1,0
98,93,42,-5,11,34,457,41,13,60,0,0,1,0,0,0,0,0
99,64,44,-7,64,25,286,53,6,42,0,0,0,1,0,0,0,0
114,46,69,-12,6,70,312,25,3,50,0,0,1,0,0,0,0,0
92,42,81,-15,10,84,157,75,4,58,0,0,0,1,0,0,0,0
117,45,49,-9,62,40,266,82,3,39,1,0,0,1,0,0,0,0
112,44,55,-14,44,63,187,53,7,75,0,0,0,0,0,1,0,0
74,63,46,-7,40,59,239,9,2,63,1,0,0,0,0,0,0,1
177,55,52,-14,18,91,289,50,4,76,0,0,1,0,0,0,0,0
109,91,53,-5,7,49,171,1,8,72,0,0,1,0,0,0,0,0
91,42,44,-9,13,45,287,9,2,63,0,0,1,0,0,0,0,0
117,61,53,-10,12,53,401,1,3,61,0,0,1,0,0,0,0,0
184,53,41,-9,31,41,206,19,3,43,0,0,0,0,1,0,0,0
112,31,62,-10,12,13,241,95,3,66,1,0,0,0,0,0,1,0
126,88,58,-7,15,79,253,20,5,49,0,0,0,0,0,0,1,0
104,82,72,-7,24,82,249,15,3,49,0,0,0,0,0,0,0,1
165,38,53,-12,9,19,260,3,4,79,0,0,0,0,0,0,0,1
117,41,71,-14,15,65,227,38,4,48,1,0,1,0,0,0,0,0
86,56,44,-7,25,70,144,35,3,47,1,0,0,1,0,0,0,0
111,69,58,-12,14,53,298,61,3,66,0,0,1,0,0,0,0,0
79,18,33,-12,12,26,217,94,3,62,0,0,1,0,0,0,0,0
110,96,43,-4,17,56,186,0,4,57,1,1,0,0,0,0,0,0
87,68,57,-8,18,67,268,36,3,38,1,0,0,0,0,0,1,0
141,66,58,-14,7,66,361,1,4,52,0,0,0,0,0,0,1,0
132,27,32,-11,17,15,302,58,4,56,0,0,1,0,0,0,0,0
80,37,56,-10,9,28,182,93,4,27,1,0,0,0,1,0,0,0
132,76,80,-11,5,96,288,8,3,73,0,0,0,1,0,0,0,0
134,80,65,-7,8,78,200,12,5,73,0,0,1,0,0,0,0,0
106,67,57,-10,11,25,305,2,3,58,1,1,0,0,0,0,0,0
100,47,32,-7,95,25,208,26,3,42,1,0,0,0,0,0,1,0
135,33,56,-8,10,28,285,89,3,79,1,0,0,0,0,0,0,1
75,67,30,-5,15,68,306,3,5,59,1,0,1,0,0,0,0,0
110,58,55,-13,4,46,298,19,3,74,0,0,1,0,0,0,0,0
147,31,55,-10,11,25,261,82,3,74,1,0,0,1,0,0,0,0
107,57,59,-10,8,95,233,16,7,72,0,0,0,0,0,1,0,0
170,69,57,-7,11,78,237,4,3,54,1,0,0,0,0,0,1,0
117,77,65,-10,36,95,242,21,3,71,0,0,1,0,0,0,0,0
148,21,33,-18,18,28,187,84,3,62,0,0,1,0,0,0,0,0
79,48,48,-7,10,22,213,60,3,46,1,0,0,0,1,0,0,0
126,31,45,-8,17,37,250,98,3,53,0,0,1,0,0,0,0,0
91,82,53,-5,26,47,248,7,5,74,0,0,1,0,0,0,0,0
108,84,72,-5,24,68,238,26,5,63,0,0,1,0,0,0,0,0
163,66,42,-12,18,45,168,0,7,68,0,0,1,0,0,0,0,0
134,98,32,-4,20,17,212,4,12,54,0,0,0,1,0,0,0,0
160,80,65,-5,33,94,219,6,17,66,1,0,0,0,0,0,1,0
87,57,60,-8,8,49,361,44,3,54,0,0,1,0,0,0,0,0
142,28,59,-5,15,34,272,88,3,70,1,0,0,0,0,0,0,1
80,64,29,-9,11,23,536,2,3,80,0,0,0,1,0,0,0,0
116,39,65,-12,32,60,177,2,3,61,0,1,0,0,0,0,0,0
103,76,45,-5,15,42,267,2,3,75,1,0,0,0,0,0,1,0
171,64,46,-6,19,29,229,25,6,62,1,1,0,0,0,0,0,0
138,84,47,-4,16,48,220,0,3,43,1,0,1,0,0,0,0,0
177,76,58,-6,25,66,201,16,12,74,1,0,0,1,0,0,0,0
94,68,54,-9,9,47,219,1,6,21,1,0,0,0,1,0,0,0
135,55,44,-8,54,26,347,49,3,66,0,0,1,0,0,0,0,0
129,44,54,-9,40,37,215,61,5,44,0,0,0,0,0,0,1,0
186,87,34,-3,13,27,260,8,8,61,1,0,0,0,0,0,1,0
147,59,56,-7,4,97,198,6,3,67,0,0,1,0,0,0,0,0
128,46,72,-8,11,39,201,8,3,68,1,0,0,0,0,0,1,0
92,65,48,-6,55,54,301,16,3,33,0,0,1,0,0,0,0,0
190,76,79,-7,10,49,346,3,24,46,1,0,0,0,1,0,0,0
125,59,38,-10,27,28,859,2,3,41,0,0,1,0,0,0,0,0
142,28,39,-13,14,40,196,50,3,49,0,0,0,1,0,0,0,0
86,68,87,-6,9,82,268,4,32,72,0,0,0,1,0,0,0,0
99,29,49,-8,18,4,317,65,3,37,0,0,0,0,0,0,1,0
108,35,47,-11,8,28,216,72,3,69,1,1,0,0,0,0,0,0
117,71,66,-9,65,81,266,3,5,66,0,0,1,0,0,0,0,0
135,83,46,-5,14,47,261,2,10,79,1,0,0,0,0,0,1,0
121,73,40,-6,20,49,243,32,4,35,0,0,1,0,0,0,0,0
94,35,64,-9,11,20,204,49,3,72,0,0,0,0,0,0,0,1
140,59,38,-7,12,34,243,5,3,76,0,0,1,0,0,0,0,0
129,93,63,-4,6,96,229,22,3,71,0,0,1,0,0,0,0,0
150,43,49,-8,12,31,315,10,3,59,1,0,0,0,1,0,0,0
69,62,59,-6,13,27,186,2,11,75,1,0,0,1,0,0,0,0
149,88,18,-4,32,39,226,0,5,61,1,1,0,0,0,0,0,0
145,28,81,-15,21,81,206,58,3,44,0,0,0,0,0,0,1,0
110,41,50,-6,11,45,182,75,3,85,1,0,0,0,0,0,1,0
101,31,61,-15,6,28,302,70,3,47,0,0,0,0,1,0,0,0
198,61,30,-7,15,33,251,6,3,32,1,0,0,0,0,0,1,0
129,39,59,-14,7,15,423,13,6,46,1,0,1,0,0,0,0,0
98,59,82,-6,15,51,209,69,9,100,1,0,0,0,0,0,1,0
180,43,22,-9,12,50,216,82,3,54,0,0,0,0,0,1,0,0
110,87,31,-6,23,23,438,0,6,55,0,0,1,0,0,0,0,0
100,33,43,-9,14,36,206,89,3,49,0,0,0,0,1,0,0,0
138,89,56,-5,32,96,183,54,4,41,1,0,0,0,1,0,0,0
77,18,55,-11,11,9,212,89,3,73,1,0,0,0,0,0,0,1
171,20,34,-11,11,30,197,76,3,43,1,0,0,0,1,0,0,0
99,56,45,-9,5,61,191,24,3,43,0,0,0,0,0,0,1,0
128,76,69,-6,8,96,188,46,4,59,0,0,1,0,0,0,0,0
123,80,44,-5,10,52,205,5,4,66,0,0,0,0,0,0,1,0
121,57,80,-13,11,96,327,45,3,41,0,0,1,0,0,0,0,0
108,40,49,-8,14,15,598,49,3,67,1,0,0,0,0,0,0,1
110,43,54,-12,14,11,296,0,3,80,0,0,1,0,0,0,0,0
117,91,50,-5,11,72,302,0,6,74,0,1,0,0,0,0,0,0
138,93,55,-4,9,81,189,4,4,59,1,1,0,0,0,0,0,0
183,44,56,-8,12,44,288,29,3,58,1,0,0,0,0,0,0,1
125,69,63,-10,16,89,218,12,3,59,0,0,1,0,0,0,0,0
108,53,91,-9,5,90,241,50,5,54,0,0,1,0,0,0,0,0
136,46,53,-6,18,29,266,70,3,64,0,0,0,0,0,1,0,0
126,83,69,-7,25,98,215,17,3,82,1,0,0,1,0,0,0,0
91,63,67,-12,10,86,245,1,5,54,1,0,1,0,0,0,0,0
135,79,50,-11,17,81,207,17,7,39,1,0,1,0,0,0,0,0
131,79,31,-8,11,26,201,35,5,29,0,0,0,0,0,0,1,0
92,36,41,-13,8,27,285,83,3,63,0,0,1,0,0,0,0,0
94,77,37,-6,9,42,248,18,7,59,1,1,0,0,0,0,0,0
161,84,26,-7,28,46,157,0,10,56,0,0,1,0,0,0,0,0
124,56,80,-10,6,96,204,9,4,72,1,0,1,0,0,0,0,0
120,26,42,-7,13,33,270,92,3,86,1,0,0,1,0,0,0,0
164,85,25,-7,5,19,387,4,6,67,0,1,0,0,0,0,0,0
153,23,38,-12,13,15,225,85,3,61,0,0,0,0,0,1,0,0
105,55,75,-7,13,45,233,46,10,59,0,0,0,0,0,0,1,0
95,55,78,-7,13,44,243,35,5,81,1,0,0,0,0,0,1,0
100,98,27,-6,18,40,406,2,10,71,0,0,0,1,0,0,0,0
98,21,61,-20,8,42,274,60,3,28,1,0,0,1,0,0,0,0
138,48,53,-12,8,49,517,70,6,74,0,0,0,0,0,1,0,0
80,42,48,-11,12,51,125,46,12,76,0,0,0,1,0,0,0,0
125,59,46,-9,10,24,284,0,3,74,0,0,0,1,0,0,0,0
133,97,51,-4,19,53,305,0,4,61,0,1,0,0,0,0,0,0
128,80,57,-8,9,21,281,2,3,45,0,0,1,0,0,0,0,0
85,41,17,-8,11,9,203,61,3,33,1,0,0,0,1,0,0,0
144,40,56,-8,11,46,209,66,3,36,1,0,0,0,0,0,1,0
126,76,65,-8,23,61,295,1,3,62,0,0,0,0,0,0,1,0
82,48,68,-10,9,45,209,63,3,76,1,0,0,1,0,0,0,0
131,87,70,-6,21,81,188,8,3,66,0,0,0,1,0,0,0,0
114,66,60,-13,7,91,139,54,6,41,0,0,0,0,0,1,0,0
165,56,48,-6,18,54,154,32,3,67,1,0,0,0,0,0,0,1
150,66,25,-7,9,44,249,50,3,67,1,0,1,0,0,0,0,0
82,25,53,-16,12,34,197,52,3,61,1,0,0,0,0,0,1,0
98,73,67,-7,37,15,210,4,5,65,1,0,0,0,0,0,1,0
139,81,59,-6,10,80,154,14,4,69,0,0,0,0,0,0,0,1
140,63,39,-7,11,32,373,24,3,49,1,0,0,0,0,0,0,1
126,67,51,-5,31,36,328,29,3,61,0,0,0,1,0,0,0,0
147,89,55,-3,89,72,233,0,3,67,1,0,1,0,0,0,0,0
112,65,58,-8,11,13,286,1,3,52,0,0,0,1,0,0,0,0
153,91,54,-6,14,37,203,0,5,79,1,0,1,0,0,0,0,0
174,52,81,-14,10,59,213,6,30,45,0,0,0,0,1,0,0,0
125,68,46,-9,50,68,304,25,8,57,0,0,1,0,0,0,0,0
124,46,74,-8,26,32,232,1,8,74,1,1,0,0,0,0,0,0
120,66,79,-11,33,87,226,1,4,52,0,0,0,1,0,0,0,0
171,73,35,-9,12,70,471,8,4,67,0,0,1,0,0,0,0,0
115,61,67,-11,11,67,181,41,3,51,1,0,0,0,1,0,0,0
148,93,44,-5,24,78,169,42,5,58,0,0,0,1,0,0,0,0
159,64,52,-5,17,32,272,39,2,52,1,0,1,0,0,0,0,0
84,45,62,-13,6,57,256,21,3,76,0,0,1,0,0,0,0,0
91,27,40,-16,26,29,228,88,7,49,0,0,1,0,0,0,0,0
118,62,65,-9,8,64,211,20,3,56,0,0,0,0,0,0,1,0
85,76,37,-9,58,64,302,22,5,62,1,0,0,0,0,0,1,0
133,88,49,-5,27,25,396,0,4,55,0,1,0,0,0,0,0,0
139,48,52,-8,9,46,247,3,3,67,1,0,1,0,0,0,0,0
110,33,63,-9,11,47,193,74,3,56,1,0,0,0,1,0,0,0
131,80,75,-5,42,37,281,24,5,55,1,0,0,0,0,0,1,0
131,67,58,-12,5,45,235,8,4,52,0,0,0,0,0,0,1,0
170,75,45,-6,18,42,243,17,6,35,1,0,0,0,0,0,1,0
118,67,75,-13,32,70,304,2,4,62,0,0,1,0,0,0,0,0
79,64,47,-6,15,50,260,15,3,77,1,0,0,0,0,0,1,0
102,25,96,-13,4,80,228,16,6,49,0,0,0,1,0,0,0,0
121,95,70,-4,9,89,192,64,7,50,0,0,0,0,0,0,1,0
100,83,71,-5,6,97,243,39,4,66,1,0,0,0,0,0,1,0
130,49,41,-9,96,15,296,51,3,38,1,0,0,0,0,0,1,0
110,64,70,-9,28,65,211,22,17,53,1,0,0,0,0,0,1,0
101,24,42,-11,19,30,229,82,5,58,1,0,0,1,0,0,0,0
119,81,85,-5,12,78,237,12,8,69,1,0,0,0,0,0,1,0
115,31,55,-12,11,41,218,51,4,66,0,0,1,0,0,0,0,0
127,39,74,-17,9,59,382,38,3,56,0,0,1,0,0,0,0,0
142,92,56,-4,28,59,235,0,3,54,1,0,0,0,0,0,1,0
153,40,54,-10,16,24,289,58,4,73,0,0,0,0,0,0,1,0
105,90,43,-4,12,60,335,12,5,80,1,1,0,0,0,0,0,0
110,43,60,-10,17,27,336,29,3,49,0,0,1,0,0,0,0,0
102,59,77,-12,27,72,262,12,3,47,0,0,0,0,1,0,0,0
140,42,32,-11,10,29,204,55,3,49,0,0,0,0,0,1,0,0
128,32,55,-11,10,33,242,83,3,77,0,0,1,0,0,0,0,0
131,59,43,-12,36,46,345,22,3,45,0,0,0,0,0,0,1,0
105,38,84,-13,20,89,268,54,6,67,0,0,1,0,0,0,0,0
124,72,54,-9,26,47,181,2,4,69,0,0,1,0,0,0,0,0
117,96,57,-5,12,98,255,5,3,67,0,0,1,0,0,0,0,0
75,53,44,-8,34,35,247,4,3,50,0,0,1,0,0,0,0,0
144,59,38,-6,9,27,291,35,5,73,1,0,0,0,0,0,0,1
106,80,67,-9,6,76,184,3,4,62,0,0,1,0,0,0,0,0
174,28,36,-12,38,20,174,54,4,59,1,0,0,0,1,0,0,0
140,63,46,-6,12,10,348,5,3,61,0,0,1,0,0,0,0,0
128,78,67,-5,13,52,215,0,3,62,1,1,0,0,0,0,0,0
178,64,38,-7,37,8,261,7,7,83,1,0,1,0,0,0,0,0
156,87,56,-5,77,60,209,5,16,76,0,0,1,0,0,0,0,0
113,28,33,-11,18,37,165,72,3,53,0,0,1,0,0,0,0,0
140,21,59,-15,12,38,180,90,5,68,0,0,1,0,0,0,0,0
144,91,59,-8,60,93,244,15,4,59,0,0,1,0,0,0,0,0
94,70,83,-3,13,80,273,11,20,66,1,0,0,0,0,0,1,0
132,87,47,-6,25,27,244,0,5,56,1,0,0,0,0,0,1,0
89,77,41,-8,24,43,388,51,4,31,0,0,0,0,1,0,0,0
105,79,58,-7,6,91,226,1,3,53,0,0,0,0,0,1,0,0
120,59,79,-9,7,73,206,9,8,61,1,0,0,0,0,0,1,0
126,99,73,-5,44,84,353,1,5,70,0,0,0,1,0,0,0,0
156,50,53,-11,26,79,153,48,3,54,0,0,0,1,0,0,0,0
80,48,59,-9,9,49,324,39,2,60,0,0,1,0,0,0,0,0
99,29,27,-10,11,15,244,86,3,58,0,0,1,0,0,0,0,0
144,94,43,-5,14,47,314,1,4,61,0,1,0,0,0,0,0,0
141,82,57,-8,9,77,239,1,3,63,0,0,0,0,0,0,1,0
177,21,49,-11,10,22,179,96,4,42,0,0,0,0,1,0,0,0
110,64,52,-6,32,66,180,57,3,59,0,0,0,0,0,1,0,0
120,78,56,-7,7,97,179,36,6,67,0,0,1,0,0,0,0,0
148,76,91,-5,8,87,298,7,17,71,1,0,0,1,0,0,0,0
112,81,60,-5,85,77,197,63,5,48,0,0,1,0,0,0,0,0
118,84,59,-6,9,43,237,0,6,69,1,0,1,0,0,0,0,0
111,74,60,-11,68,62,321,44,10,63,0,0,0,1,0,0,0,0
106,82,58,-5,10,87,256,1,3,59,1,0,1,0,0,0,0,0
125,70,42,-6,33,56,204,26,3,49,0,0,0,1,0,0,0,0
127,37,47,-13,8,17,382,15,3,75,0,0,1,0,0,0,0,0
110,86,50,-4,64,24,186,0,4,81,1,1,0,0,0,0,0,0
127,78,71,-7,15,91,309,12,4,53,0,0,0,1,0,0,0,0
90,86,53,-3,13,44,443,0,3,46,0,0,0,1,0,0,0,0
131,32,29,-8,19,20,215,86,3,49,1,0,0,0,0,1,0,0
127,18,56,-15,15,37,123,83,4,48,0,0,0,0,0,0,1,0
114,39,57,-11,10,57,258,80,3,62,0,1,0,0,0,0,0,0
73,34,44,-13,11,30,219,48,3,58,0,0,0,1,0,0,0,0
130,62,54,-13,37,20,208,0,4,54,0,0,1,0,0,0,0,0
164,76,50,-8,14,58,248,0,3,40,1,0,0,0,0,0,1,0
101,75,36,-9,23,42,321,0,4,40,0,0,0,0,0,0,1,0
160,85,55,-8,32,46,283,2,4,42,1,0,0,0,0,0,1,0
83,45,60,-10,21,80,265,37,4,75,0,0,1,0,0,0,0,0
87,65,61,-8,5,79,259,23,5,52,1,0,0,1,0,0,0,0
95,94,33,-3,24,30,236,1,7,78,1,1,0,0,0,0,0,0
185,52,73,-11,8,96,203,7,12,60,0,0,1,0,0,0,0,0
138,55,59,-8,29,50,171,0,3,26,1,0,0,0,1,0,0,0
124,59,47,-8,28,18,236,42,3,38,1,0,1,0,0,0,0,0
120,60,85,-12,19,87,433,6,4,44,1,0,0,0,0,1,0,0
190,24,45,-14,7,30,336,55,3,77,0,0,0,1,0,0,0,0
92,71,56,-5,11,39,225,0,5,67,1,0,0,0,0,0,1,0
146,45,54,-9,11,14,283,46,3,69,1,0,0,1,0,0,0,0
75,92,51,-5,40,31,272,1,9,60,1,1,0,0,0,0,0,0
129,84,65,-6,24,71,195,50,19,56,0,0,0,1,0,0,0,0
81,49,53,-8,10,10,384,54,5,68,0,0,0,0,0,0,1,0
140,59,45,-7,8,20,279,5,3,78,1,0,0,1,0,0,0,0
174,90,41,-8,19,67,273,43,3,61,0,0,0,0,0,0,1,0
118,74,73,-8,21,96,237,18,4,74,0,0,1,0,0,0,0,0
137,76,60,-11,6,39,243,0,3,67,0,0,0,1,0,0,0,0
113,63,45,-12,9,36,233,8,3,67,0,1,0,0,0,0,0,0
140,39,43,-7,8,16,342,69,3,72,0,0,1,0,0,0,0,0
101,42,48,-10,14,47,197,9,3,44,0,0,0,0,0,0,1,0
112,81,65,-5,14,82,173,0,3,66,1,0,1,0,0,0,0,0
136,85,58,-6,79,58,302,53,5,42,1,0,1,0,0,0,0,0
122,56,78,-8,7,76,232,11,10,76,0,0,0,1,0,0,0,0
87,78,36,-8,38,58,236,1,4,53,1,0,0,1,0,0,0,0
198,52,70,-7,8,55,303,1,10,54,0,0,0,1,0,0,0,0
141,98,31,-3,26,63,211,9,10,42,0,0,1,0,0,0,0,0
133,64,55,-9,52,55,223,41,15,40,0,0,1,0,0,0,0,0
148,92,36,-4,10,23,223,0,8,77,1,0,1,0,0,0,0,0
172,80,21,-7,36,68,377,1,4,62,0,0,1,0,0,0,0,0
113,37,47,-5,19,22,160,25,3,55,0,0,0,0,0,1,0,0
115,59,66,-12,31,67,204,60,3,44,1,0,0,0,0,1,0,0
79,45,78,-6,18,59,282,47,3,84,1,0,0,0,0,0,1,0
120,76,63,-6,15,70,251,51,5,72,0,0,1,0,0,0,0,0
75,71,60,-4,17,55,200,39,30,78,1,0,0,1,0,0,0,0
123,93,45,-4,36,17,303,0,7,76,1,1,0,0,0,0,0,0
120,85,60,-5,12,15,203,2,46,84,1,0,0,1,0,0,0,0
81,60,22,-11,41,25,1121,27,6,47,0,0,1,0,0,0,0,0
115,65,45,-9,17,70,285,2,3,70,0,0,0,0,0,0,0,1
170,49,28,-8,17,53,427,16,3,66,1,0,0,0,0,0,0,1
167,68,50,-4,6,47,262,1,3,74,1,0,1,0,0,0,0,0
86,42,30,-9,23,33,262,22,3,72,0,0,1,0,0,0,0,0
134,51,51,-14,11,70,152,78,3,53,0,0,0,0,0,1,0,0
175,79,35,-5,38,80,231,16,4,33,1,0,0,1,0,0,0,0
75,66,53,-6,7,76,159,43,3,70,0,0,1,0,0,0,0,0
82,24,55,-14,12,33,413,18,4,37,0,0,0,0,1,0,0,0
112,30,59,-15,13,19,278,22,3,68,0,0,1,0,0,0,0,0
110,41,67,-9,3,71,214,15,6,42,1,0,1,0,0,0,0,0
58,40,25,-9,9,11,245,45,4,52,1,0,0,0,1,0,0,0
166,57,32,-5,11,38,212,38,3,59,1,0,0,0,0,0,1,0
111,85,64,-8,68,84,241,22,4,54,0,1,0,0,0,0,0,0
112,75,91,-10,4,83,234,7,25,48,1,0,0,1,0,0,0,0
132,63,69,-7,6,74,319,1,4,42,1,0,1,0,0,0,0,0
119,36,39,-11,12,31,444,0,3,63,0,0,1,0,0,0,0,0
79,33,40,-11,8,46,173,26,5,33,1,0,0,1,0,0,0,0
115,89,74,-4,9,96,203,8,5,64,1,0,0,0,0,0,1,0
64,46,27,-7,12,17,179,38,3,66,0,0,1,0,0,0,0,0
135,27,55,-15,11,21,234,42,3,59,0,0,1,0,0,0,0,0
159,57,35,-14,6,44,299,49,12,47,0,0,0,0,0,0,1,0
88,63,53,-13,8,75,228,6,5,65,0,0,1,0,0,0,0,0
136,33,50,-11,10,40,221,59,3,74,0,0,0,0,0,0,0,1
118,17,43,-11,11,14,296,42,4,54,0,0,1,0,0,0,0,0
156,97,31,-5,7,60,211,12,4,34,0,0,1,0,0,0,0,0
169,77,35,-6,2,53,210,1,4,71,0,0,1,0,0,0,0,0
94,45,49,-12,43,46,298,15,3,53,0,0,0,1,0,0,0,0
94,56,72,-11,6,59,250,19,3,53,0,0,1,0,0,0,0,0
147,90,53,-9,14,91,205,0,4,64,1,1,0,0,0,0,0,0
110,61,66,-10,8,77,292,6,3,69,0,0,1,0,0,0,0,0
155,20,42,-15,8,10,366,96,3,29,1,0,0,1,0,0,0,0
80,51,65,-10,40,39,241,7,6,80,0,0,0,1,0,0,0,0
107,69,30,-7,27,37,315,1,5,57,1,0,1,0,0,0,0,0
104,29,66,-11,11,30,233,87,3,80,1,0,0,1,0,0,0,0
123,68,53,-4,12,55,298,0,4,56,1,1,0,0,0,0,0,0
75,51,36,-9,17,32,264,6,3,74,0,1,0,0,0,0,0,0
98,37,48,-15,12,17,277,66,4,40,0,0,0,0,1,0,0,0
144,55,63,-9,10,52,274,37,5,72,0,0,1,0,0,0,0,0
110,78,65,-5,22,57,137,14,3,63,1,0,0,0,0,0,0,1
114,60,88,-11,14,96,201,28,4,53,1,0,0,0,1,0,0,0
118,89,76,-4,85,72,358,8,7,69,1,0,0,0,0,0,1,0
130,85,59,-6,27,81,161,6,3,69,0,0,1,0,0,0,0,0
146,69,59,-7,10,19,212,72,8,43,1,0,0,0,0,0,1,0
132,82,70,-7,35,83,340,44,3,53,0,0,1,0,0,0,0,0
126,72,49,-10,16,29,338,1,4,66,0,0,1,0,0,0,0,0
145,91,38,-4,24,27,266,0,9,65,1,1,0,0,0,0,0,0
93,37,48,-8,12,14,216,74,3,75,1,0,0,0,0,0,1,0
109,43,72,-12,10,67,186,7,4,47,0,0,1,0,0,0,0,0
106,72,82,-10,7,89,252,8,5,64,0,0,0,0,0,1,0,0
125,85,48,-9,4,94,155,64,5,74,0,0,0,0,0,0,0,1
